Date,Year,Month,MonthName,Quarter,Season,YearMonth,DayOfYear,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainToday_Flag,RainTomorrow_Flag,WindGust_Placeholder,Cloud_Placeholder,Temp3pm_BelowMin,IsRainDay,MeanTemp,TempRange,TempChange_9to3,HumidityDrop_9to3,PressureChange_9to3,AvgWindSpeed,RainCategory,HeatCategory,GustCategory,MaxTemp_Z,MinTemp_Z,Humidity3pm_Z,WindGustSpeed_Z,Pressure9am_Z,AnomalyType,IsAnomaly
2009-10-10,2009,10,Oct,4,Spring,2009-10,283,8.9,18.6,24.4,3.4,6.7,,,W,S,15,19,84,59,1029.7,1027.3,4.0,7.0,12.0,17.6,Yes,Yes,1,1,1,0,0,1,13.75,9.7,5.6,25,-2.4,17.0,Moderate (10-25),Mild (<20),,-1.11,-2.05,0.47,,1.53,,0
2009-10-11,2009,10,Oct,4,Spring,2009-10,284,11.8,19.3,2.2,3.4,6.7,,,W,NNE,15,11,91,57,1025.2,1019.8,7.0,7.0,13.1,19.2,Yes,No,1,0,1,0,0,1,15.55,7.5,6.1,34,-5.4,13.0,Light (1-10),Mild (<20),,-0.95,-1.04,0.36,,0.9,,0
2009-10-12,2009,10,Oct,4,Spring,2009-10,285,11.3,22.6,0.0,4.8,4.7,,,E,E,4,6,61,63,1011.8,1006.4,2.0,8.0,17.8,21.1,No,No,0,0,1,0,0,0,16.95,11.3,3.3,-2,-5.4,5.0,Dry (<=1 mm),Warm (20-30),,-0.21,-1.21,0.7,,-0.99,,0
2009-10-13,2009,10,Oct,4,Spring,2009-10,286,17.0,24.5,0.0,5.0,11.2,,,W,WNW,26,35,38,21,1002.0,998.7,1.0,2.0,20.1,24.0,No,No,0,0,1,0,0,0,20.75,7.5,3.9,17,-3.3,30.5,Dry (<=1 mm),Warm (20-30),,0.21,0.78,-1.67,,-2.37,,0
2009-10-14,2009,10,Oct,4,Spring,2009-10,287,15.2,22.1,0.0,11.2,8.9,,,NW,WNW,20,30,36,34,1000.7,1000.7,1.0,5.0,19.7,17.8,No,No,0,0,1,0,0,0,18.65,6.9,-1.9,2,0.0,25.0,Dry (<=1 mm),Warm (20-30),,-0.33,0.15,-0.94,,-2.56,,0
2009-10-15,2009,10,Oct,4,Spring,2009-10,288,13.8,23.0,0.0,7.6,10.0,,,WNW,WNW,11,24,46,28,1008.4,1006.2,6.0,7.0,18.8,22.0,No,No,0,0,1,0,0,0,18.4,9.2,3.2,18,-2.2,17.5,Dry (<=1 mm),Warm (20-30),,-0.12,-0.34,-1.28,,-1.47,,0
2009-10-16,2009,10,Oct,4,Spring,2009-10,289,11.8,21.2,0.0,7.4,12.1,,,W,W,33,26,42,19,1012.0,1011.8,1.0,2.0,15.1,20.5,No,No,0,0,1,0,0,0,16.5,9.4,5.4,23,-0.2,29.5,Dry (<=1 mm),Warm (20-30),,-0.53,-1.04,-1.78,,-0.96,,0
2009-10-17,2009,10,Oct,4,Spring,2009-10,290,11.6,21.2,0.0,8.0,12.2,,,WNW,SE,15,20,53,43,1020.8,1020.6,1.0,1.0,16.8,20.3,No,Yes,0,1,1,0,0,0,16.4,9.6,3.5,10,-0.2,17.5,Dry (<=1 mm),Warm (20-30),,-0.53,-1.11,-0.43,,0.28,,0
2009-10-18,2009,10,Oct,4,Spring,2009-10,291,13.8,18.8,7.0,5.8,7.9,,,ENE,ESE,4,17,80,61,1027.4,1025.3,6.0,3.0,15.5,18.5,Yes,No,1,0,1,0,0,1,16.3,5.0,3.0,19,-2.1,10.5,Light (1-10),Mild (<20),,-1.07,-0.34,0.59,,1.21,,0
2009-10-19,2009,10,Oct,4,Spring,2009-10,292,12.4,20.8,1.0,4.4,12.2,,,W,E,7,19,71,57,1027.1,1024.7,1.0,1.0,16.6,20.4,No,No,0,0,1,0,0,0,16.6,8.4,3.8,14,-2.4,13.0,Dry (<=1 mm),Warm (20-30),,-0.62,-0.83,0.36,,1.17,,0
2009-10-20,2009,10,Oct,4,Spring,2009-10,293,14.3,23.0,0.0,5.8,12.1,,,W,ENE,9,22,71,62,1023.5,1018.7,0.0,0.0,19.0,22.0,No,No,0,0,1,0,0,0,18.65,8.7,3.0,9,-4.8,15.5,Dry (<=1 mm),Warm (20-30),,-0.12,-0.17,0.64,,0.66,,0
2009-10-21,2009,10,Oct,4,Spring,2009-10,294,15.6,34.6,0.0,7.6,11.6,,,WNW,E,15,19,44,28,1019.8,1016.8,1.0,3.0,21.1,29.7,No,No,0,0,1,0,0,0,25.1,19.0,8.6,16,-3.0,17.0,Dry (<=1 mm),Hot (30-35),,2.48,0.29,-1.28,,0.14,,0
2009-10-22,2009,10,Oct,4,Spring,2009-10,295,17.9,21.3,0.0,9.4,1.2,,,ESE,E,9,17,67,63,1024.9,1022.6,8.0,7.0,18.5,20.0,No,No,0,0,1,0,0,0,19.6,3.4,1.5,4,-2.3,13.0,Dry (<=1 mm),Warm (20-30),,-0.5,1.09,0.7,,0.86,,0
2009-10-23,2009,10,Oct,4,Spring,2009-10,296,17.5,22.9,0.0,5.0,11.1,,,NNW,E,7,22,66,70,1019.9,1014.7,3.0,1.0,21.3,21.6,No,No,0,0,1,0,0,0,20.2,5.4,0.3,-4,-5.2,14.5,Dry (<=1 mm),Warm (20-30),,-0.15,0.95,1.1,,0.15,,0
2009-10-24,2009,10,Oct,4,Spring,2009-10,297,16.8,22.1,0.0,7.0,9.2,,,SSE,E,17,19,63,56,1019.5,1016.3,4.0,1.0,19.7,20.9,No,No,0,0,1,0,0,0,19.45,5.3,1.2,7,-3.2,18.0,Dry (<=1 mm),Warm (20-30),,-0.33,0.71,0.31,,0.09,,0
2009-10-25,2009,10,Oct,4,Spring,2009-10,298,17.9,20.9,0.0,5.6,1.1,,,E,WNW,7,7,72,94,1016.0,1015.7,7.0,8.0,20.3,16.5,No,Yes,0,1,1,0,1,0,19.4,3.0,-3.8,-22,-0.3,7.0,Dry (<=1 mm),Warm (20-30),,-0.59,1.09,2.45,,-0.4,,0
2009-10-26,2009,10,Oct,4,Spring,2009-10,299,14.4,17.0,73.2,4.8,0.0,,,SE,SE,31,26,91,60,1023.7,1025.3,8.0,8.0,14.7,16.6,Yes,Yes,1,1,1,0,0,1,15.7,2.6,1.9,31,1.6,28.5,Very heavy (>50),Mild (<20),,-1.47,-0.13,0.53,,0.69,Extreme rain,1
2009-10-27,2009,10,Oct,4,Spring,2009-10,300,14.7,18.8,1.4,3.8,0.0,,,ESE,E,22,13,58,56,1029.5,1027.7,8.0,8.0,17.0,18.4,Yes,No,1,0,1,0,0,1,16.75,4.1,1.4,2,-1.8,17.5,Light (1-10),Mild (<20),,-1.07,-0.03,0.31,,1.51,,0
2009-10-30,2009,10,Oct,4,Spring,2009-10,303,17.3,23.4,0.0,4.0,9.8,,,E,ENE,11,22,78,60,1023.2,1020.6,5.0,1.0,20.5,22.8,No,No,0,0,1,0,0,0,20.35,6.1,2.3,18,-2.6,16.5,Dry (<=1 mm),Warm (20-30),,-0.03,0.88,0.53,,0.62,,0
2009-10-31,2009,10,Oct,4,Spring,2009-10,304,18.7,22.8,0.0,7.4,10.3,,,ENE,E,17,30,80,65,1025.2,1023.4,6.0,1.0,20.0,22.1,No,No,0,0,1,0,0,0,20.75,4.1,2.1,15,-1.8,23.5,Dry (<=1 mm),Warm (20-30),,-0.17,1.37,0.81,,0.9,,0
2009-11-01,2009,11,Nov,4,Spring,2009-11,305,16.9,24.2,0.0,8.0,10.1,,,NNE,NE,19,26,62,58,1024.5,1019.9,1.0,1.0,21.7,23.4,No,No,0,0,1,0,0,0,20.55,7.3,1.7,4,-4.6,22.5,Dry (<=1 mm),Warm (20-30),,-0.16,-0.18,0.01,,1.44,,0
2009-11-02,2009,11,Nov,4,Spring,2009-11,306,18.8,26.0,0.0,7.0,6.9,,,SSW,ESE,17,19,82,68,1021.0,1017.5,8.0,7.0,20.6,24.5,No,No,0,0,1,0,0,0,22.4,7.2,3.9,14,-3.5,18.0,Dry (<=1 mm),Warm (20-30),,0.3,0.65,0.69,,0.88,,0
2009-11-03,2009,11,Nov,4,Spring,2009-11,307,18.9,36.9,0.0,6.2,11.0,,,ESE,WNW,9,30,73,18,1011.9,1006.6,6.0,6.0,24.0,36.3,No,No,0,0,1,0,0,0,27.9,18.0,12.3,55,-5.3,19.5,Dry (<=1 mm),Extreme heat (>=35),,3.1,0.69,-2.71,,-0.56,Heat,1
2009-11-04,2009,11,Nov,4,Spring,2009-11,308,19.4,19.9,0.0,13.2,0.0,,,SE,E,11,17,71,76,1017.9,1015.5,8.0,8.0,19.7,19.1,No,No,0,0,1,0,1,0,19.65,0.5,-0.6,-5,-2.4,14.0,Dry (<=1 mm),Mild (<20),,-1.27,0.91,1.24,,0.39,,0
2009-11-05,2009,11,Nov,4,Spring,2009-11,309,16.9,19.8,0.0,2.2,1.1,,,SE,ESE,13,24,75,68,1020.9,1021.9,7.0,7.0,19.4,19.1,No,Yes,0,1,1,0,0,0,18.35,2.9,-0.3,7,1.0,18.5,Dry (<=1 mm),Mild (<20),,-1.29,-0.18,0.69,,0.87,,0
2009-11-06,2009,11,Nov,4,Spring,2009-11,310,16.7,21.3,1.4,3.0,0.8,,,ESE,E,24,19,66,57,1027.6,1027.1,7.0,7.0,19.2,20.8,Yes,Yes,1,1,1,0,0,1,19.0,4.6,1.6,9,-0.5,21.5,Light (1-10),Warm (20-30),,-0.91,-0.27,-0.06,,1.93,,0
2009-11-07,2009,11,Nov,4,Spring,2009-11,311,17.2,22.9,4.2,4.2,6.2,,,E,E,20,19,69,60,1030.5,1030.0,6.0,6.0,20.9,22.5,Yes,No,1,0,1,0,0,1,20.05,5.7,1.6,9,-0.5,19.5,Light (1-10),Warm (20-30),,-0.5,-0.05,0.15,,2.39,,0
2009-11-08,2009,11,Nov,4,Spring,2009-11,312,19.1,21.9,0.0,6.4,0.7,,,ESE,E,9,15,75,89,1030.7,1028.8,8.0,8.0,20.4,19.9,No,No,0,0,1,0,0,0,20.5,2.8,-0.5,-14,-1.9,12.0,Dry (<=1 mm),Warm (20-30),,-0.75,0.78,2.12,,2.42,,0
2009-11-09,2009,11,Nov,4,Spring,2009-11,313,19.1,23.2,0.8,2.6,11.0,,,ENE,E,19,19,77,61,1027.2,1024.0,6.0,1.0,20.9,22.8,No,No,0,0,1,0,0,0,21.15,4.1,1.9,16,-3.2,19.0,Dry (<=1 mm),Warm (20-30),,-0.42,0.78,0.22,,1.87,,0
2009-11-10,2009,11,Nov,4,Spring,2009-11,314,15.9,23.9,0.0,5.4,12.8,,,NNE,ENE,4,26,61,54,1022.5,1020.0,1.0,0.0,21.6,23.2,No,No,0,0,1,0,0,0,19.9,8.0,1.6,7,-2.5,15.0,Dry (<=1 mm),Warm (20-30),,-0.24,-0.62,-0.26,,1.12,,0
2009-11-11,2009,11,Nov,4,Spring,2009-11,315,15.4,23.9,0.0,10.2,12.4,,,W,E,15,19,74,64,1022.6,1021.3,1.0,1.0,21.0,23.1,No,No,0,0,1,0,0,0,19.65,8.5,2.1,10,-1.3,17.0,Dry (<=1 mm),Warm (20-30),,-0.24,-0.84,0.42,,1.14,,0
2009-11-12,2009,11,Nov,4,Spring,2009-11,316,16.6,26.7,0.0,6.8,11.2,,,NNW,NNE,17,20,70,54,1020.0,1013.4,0.0,6.0,22.0,26.0,No,Yes,0,1,1,0,0,0,21.65,10.1,4.0,16,-6.6,18.5,Dry (<=1 mm),Warm (20-30),,0.48,-0.31,-0.26,,0.72,,0
2009-11-13,2009,11,Nov,4,Spring,2009-11,317,19.5,23.0,4.0,8.8,9.7,,,S,SSE,26,26,66,60,1020.1,1019.2,6.0,5.0,21.7,22.5,Yes,No,1,0,1,0,0,1,21.25,3.5,0.8,6,-0.9,26.0,Light (1-10),Warm (20-30),,-0.47,0.95,0.15,,0.74,,0
2009-11-14,2009,11,Nov,4,Spring,2009-11,318,15.0,24.3,0.2,6.2,12.6,,,WSW,ENE,6,26,66,56,1016.4,1011.4,2.0,2.0,20.1,23.4,No,No,0,0,1,0,0,0,19.65,9.3,3.3,10,-5.0,16.0,Dry (<=1 mm),Warm (20-30),,-0.14,-1.01,-0.12,,0.15,,0
2009-11-15,2009,11,Nov,4,Spring,2009-11,319,18.5,25.1,0.0,8.8,9.3,,,S,SE,17,20,74,63,1012.1,1011.7,4.0,5.0,22.2,23.8,No,No,0,0,1,0,0,0,21.8,6.6,1.6,11,-0.4,18.5,Dry (<=1 mm),Warm (20-30),,0.07,0.51,0.35,,-0.53,,0
2009-11-16,2009,11,Nov,4,Spring,2009-11,320,18.7,27.6,0.0,6.4,10.3,,,W,E,6,19,72,62,1008.8,1002.0,5.0,7.0,22.6,26.6,No,Yes,0,1,1,0,0,0,23.15,8.9,4.0,10,-6.8,12.5,Dry (<=1 mm),Warm (20-30),,0.71,0.6,0.28,,-1.05,,0
2009-11-17,2009,11,Nov,4,Spring,2009-11,321,19.4,23.6,1.4,8.8,5.0,,,SSE,SSE,20,28,61,59,1008.7,1009.7,7.0,7.0,21.1,21.0,Yes,No,1,0,1,0,0,1,21.5,4.2,-0.1,2,1.0,24.0,Light (1-10),Warm (20-30),,-0.32,0.91,0.08,,-1.07,,0
2009-11-18,2009,11,Nov,4,Spring,2009-11,322,17.8,23.8,0.0,7.2,6.6,,,E,ENE,4,26,72,51,1013.2,1010.3,7.0,2.0,19.8,23.2,No,No,0,0,1,0,0,0,20.8,6.0,3.4,21,-2.9,15.0,Dry (<=1 mm),Warm (20-30),,-0.26,0.21,-0.46,,-0.36,,0
2009-11-19,2009,11,Nov,4,Spring,2009-11,323,18.4,26.5,0.0,8.0,10.6,,,E,ENE,9,13,70,63,1010.3,1009.2,3.0,3.0,23.6,26.0,No,No,0,0,1,0,0,0,22.45,8.1,2.4,7,-1.1,11.0,Dry (<=1 mm),Warm (20-30),,0.43,0.47,0.35,,-0.82,,0
2009-11-20,2009,11,Nov,4,Spring,2009-11,324,21.0,33.2,0.0,8.8,7.6,,,NW,E,9,4,71,52,1009.8,1005.7,0.0,8.0,26.2,29.0,No,No,0,0,1,0,0,0,27.1,12.2,2.8,19,-4.1,6.5,Dry (<=1 mm),Hot (30-35),,2.15,1.6,-0.4,,-0.9,,0
2009-11-21,2009,11,Nov,4,Spring,2009-11,325,22.0,31.5,0.0,12.4,10.3,,,WSW,SE,4,13,56,45,1009.8,1006.6,7.0,7.0,25.4,30.2,No,No,0,0,1,0,0,0,26.75,9.5,4.8,11,-3.2,8.5,Dry (<=1 mm),Hot (30-35),,1.72,2.04,-0.87,,-0.9,,0
2009-11-22,2009,11,Nov,4,Spring,2009-11,326,21.2,40.4,0.0,7.4,6.0,,,ENE,N,11,26,75,19,1005.0,1001.5,6.0,7.0,24.0,39.8,No,No,0,0,1,0,0,0,30.8,19.2,15.8,56,-3.5,18.5,Dry (<=1 mm),Extreme heat (>=35),,4.0,1.69,-2.65,,-1.66,Heat,1
2009-11-23,2009,11,Nov,4,Spring,2009-11,327,19.9,22.8,0.0,13.4,0.3,,,SSE,SSE,28,30,62,68,1021.0,1022.6,7.0,8.0,21.4,20.4,No,No,0,0,1,0,0,0,21.35,2.9,-1.0,-6,1.6,29.0,Dry (<=1 mm),Warm (20-30),,-0.52,1.12,0.69,,0.88,,0
2009-11-24,2009,11,Nov,4,Spring,2009-11,328,18.1,21.5,0.0,5.2,2.1,,,SSE,SSE,13,13,84,74,1026.2,1024.3,8.0,8.0,18.7,20.6,No,No,0,0,1,0,0,0,19.8,3.4,1.9,10,-1.9,13.0,Dry (<=1 mm),Warm (20-30),,-0.86,0.34,1.1,,1.71,,0
2009-11-25,2009,11,Nov,4,Spring,2009-11,329,18.3,25.0,0.2,3.0,12.2,,,W,E,4,30,82,74,1022.3,1018.4,2.0,0.0,21.3,24.0,No,No,0,0,1,0,0,0,21.65,6.7,2.7,8,-3.9,17.0,Dry (<=1 mm),Warm (20-30),,0.04,0.43,1.1,,1.09,,0
2009-11-26,2009,11,Nov,4,Spring,2009-11,330,21.3,26.6,0.0,7.8,8.4,,,NE,NE,15,20,80,67,1017.5,1011.2,7.0,1.0,22.3,24.8,No,No,0,0,1,0,0,0,23.95,5.3,2.5,13,-6.3,17.5,Dry (<=1 mm),Warm (20-30),,0.46,1.73,0.63,,0.33,,0
2009-11-27,2009,11,Nov,4,Spring,2009-11,331,21.3,33.2,1.0,7.8,12.4,,,WNW,E,17,24,50,41,1009.7,1007.1,1.0,1.0,26.1,28.7,No,No,0,0,1,0,0,0,27.25,11.9,2.6,9,-2.6,20.5,Dry (<=1 mm),Hot (30-35),,2.15,1.73,-1.15,,-0.91,,0
2009-11-28,2009,11,Nov,4,Spring,2009-11,332,21.1,29.3,0.0,12.8,9.5,,,E,NE,7,22,63,51,1006.4,1000.2,0.0,6.0,26.0,28.2,No,No,0,0,1,0,0,0,25.2,8.2,2.2,12,-6.2,14.5,Dry (<=1 mm),Warm (20-30),,1.15,1.65,-0.46,,-1.44,,0
2009-11-29,2009,11,Nov,4,Spring,2009-11,333,19.5,30.5,0.0,10.6,12.4,,,WNW,W,13,28,28,20,1000.9,998.7,0.0,5.0,25.3,29.3,No,No,0,0,1,0,0,0,25.0,11.0,4.0,8,-2.2,20.5,Dry (<=1 mm),Hot (30-35),,1.46,0.95,-2.58,,-2.31,,0
2009-11-30,2009,11,Nov,4,Spring,2009-11,334,18.1,23.1,0.0,11.8,3.9,,,SSW,S,19,33,55,61,1008.1,1009.2,4.0,7.0,21.2,19.6,No,Yes,0,1,1,0,0,0,20.6,5.0,-1.6,-6,1.1,26.0,Dry (<=1 mm),Warm (20-30),,-0.44,0.34,0.22,,-1.17,,0
2009-12-01,2009,12,Dec,4,Summer,2009-12,335,14.3,21.2,4.4,6.4,9.6,,,S,S,22,24,58,59,1016.1,1017.4,2.0,5.0,17.9,19.4,Yes,Yes,1,1,1,0,0,1,17.75,6.9,1.5,-1,1.3,23.0,Light (1-10),Warm (20-30),,-1.34,-1.9,0.09,,0.34,,0
2009-12-02,2009,12,Dec,4,Summer,2009-12,336,13.5,22.6,10.2,6.4,11.2,,,SSW,SE,17,22,69,44,1022.0,1021.7,7.0,2.0,17.3,21.5,Yes,No,1,0,1,0,0,1,18.05,9.1,4.2,25,-0.3,19.5,Moderate (10-25),Warm (20-30),,-0.94,-2.26,-0.93,,1.34,,0
2009-12-03,2009,12,Dec,4,Summer,2009-12,337,15.2,22.6,0.0,6.8,12.9,,,WNW,ENE,2,30,58,52,1022.6,1017.9,1.0,1.0,19.7,22.0,No,No,0,0,1,0,0,0,18.9,7.4,2.3,6,-4.7,16.0,Dry (<=1 mm),Warm (20-30),,-0.94,-1.5,-0.38,,1.45,,0
2009-12-04,2009,12,Dec,4,Summer,2009-12,338,17.3,24.4,0.0,8.0,12.5,,,S,SSE,26,30,69,61,1015.6,1015.6,0.0,5.0,21.8,22.5,No,No,0,0,1,0,0,0,20.85,7.1,0.7,8,0.0,28.0,Dry (<=1 mm),Warm (20-30),,-0.41,-0.57,0.23,,0.26,,0
2009-12-05,2009,12,Dec,4,Summer,2009-12,339,18.2,23.4,0.0,9.8,6.5,,,ENE,E,2,20,59,64,1015.2,1012.6,7.0,6.0,20.2,22.0,No,No,0,0,1,0,0,0,20.8,5.2,1.8,-5,-2.6,11.0,Dry (<=1 mm),Warm (20-30),,-0.7,-0.17,0.43,,0.19,,0
2009-12-06,2009,12,Dec,4,Summer,2009-12,340,18.7,25.6,0.0,6.2,10.5,,,ENE,ENE,11,30,61,58,1017.3,1015.0,5.0,1.0,23.4,23.8,No,No,0,0,1,0,0,0,22.15,6.9,0.4,3,-2.3,20.5,Dry (<=1 mm),Warm (20-30),,-0.07,0.05,0.03,,0.55,,0
2009-12-07,2009,12,Dec,4,Summer,2009-12,341,21.7,28.5,0.0,8.2,11.1,,,E,E,11,20,67,62,1011.8,1007.4,1.0,2.0,25.4,27.3,No,No,0,0,1,0,0,0,25.1,6.8,1.9,5,-4.4,15.5,Dry (<=1 mm),Warm (20-30),,0.78,1.39,0.3,,-0.38,,0
2009-12-08,2009,12,Dec,4,Summer,2009-12,342,20.1,27.6,0.0,10.2,8.8,,,WNW,E,9,26,68,70,1009.1,1000.8,7.0,3.0,22.6,24.1,No,No,0,0,1,0,0,0,23.85,7.5,1.5,-2,-8.3,17.5,Dry (<=1 mm),Warm (20-30),,0.51,0.68,0.84,,-0.84,,0
2009-12-09,2009,12,Dec,4,Summer,2009-12,343,18.4,24.0,0.6,8.2,9.8,,,S,ESE,17,24,76,59,1011.1,1010.2,6.0,5.0,19.2,22.0,No,No,0,0,1,0,0,0,21.2,5.6,2.8,17,-0.9,20.5,Dry (<=1 mm),Warm (20-30),,-0.53,-0.08,0.09,,-0.5,,0
2009-12-10,2009,12,Dec,4,Summer,2009-12,344,19.2,28.8,0.0,7.8,1.2,,,NNW,NE,4,20,75,70,1011.0,1006.0,8.0,8.0,23.4,24.8,No,No,0,0,1,0,0,0,24.0,9.6,1.4,5,-5.0,12.0,Dry (<=1 mm),Warm (20-30),,0.86,0.27,0.84,,-0.52,,0
2009-12-11,2009,12,Dec,4,Summer,2009-12,345,19.9,28.8,0.0,7.0,12.9,,,WSW,ESE,11,24,30,30,1012.7,1013.1,2.0,1.0,24.1,25.1,No,No,0,0,1,0,0,0,24.35,8.9,1.0,0,0.4,17.5,Dry (<=1 mm),Warm (20-30),,0.86,0.59,-1.88,,-0.23,,0
2009-12-12,2009,12,Dec,4,Summer,2009-12,346,16.9,27.1,0.0,11.4,13.0,,,NNW,ENE,7,28,57,55,1018.7,1014.0,1.0,1.0,22.7,24.8,No,No,0,0,1,0,0,0,22.0,10.2,2.1,2,-4.7,17.5,Dry (<=1 mm),Warm (20-30),,0.37,-0.75,-0.18,,0.78,,0
2009-12-13,2009,12,Dec,4,Summer,2009-12,347,20.3,27.4,0.0,8.4,11.1,,,S,SE,15,31,68,61,1016.3,1015.2,3.0,1.0,23.5,25.9,No,No,0,0,1,0,0,0,23.85,7.1,2.4,7,-1.1,23.0,Dry (<=1 mm),Warm (20-30),,0.46,0.76,0.23,,0.38,,0
2009-12-14,2009,12,Dec,4,Summer,2009-12,348,20.0,24.3,0.0,9.0,0.0,,,ESE,ESE,11,19,72,69,1021.2,1021.1,7.0,8.0,21.3,21.1,No,No,0,0,1,0,0,0,22.15,4.3,-0.2,3,-0.1,15.0,Dry (<=1 mm),Warm (20-30),,-0.44,0.63,0.77,,1.21,,0
2009-12-15,2009,12,Dec,4,Summer,2009-12,349,19.1,24.5,0.0,4.8,4.3,,,NE,ENE,15,22,59,62,1022.5,1020.3,6.0,7.0,24.3,23.6,No,No,0,0,1,0,0,0,21.8,5.4,-0.7,-3,-2.2,18.5,Dry (<=1 mm),Warm (20-30),,-0.39,0.23,0.3,,1.43,,0
2009-12-16,2009,12,Dec,4,Summer,2009-12,350,21.7,26.5,0.0,9.2,10.6,,,NE,NE,13,28,74,70,1020.3,1016.1,4.0,1.0,24.1,26.0,No,No,0,0,1,0,0,0,24.1,4.8,1.9,4,-4.2,20.5,Dry (<=1 mm),Warm (20-30),,0.19,1.39,0.84,,1.06,,0
2009-12-17,2009,12,Dec,4,Summer,2009-12,351,21.5,32.0,0.0,10.4,11.6,,,E,NNE,13,37,71,51,1013.7,1008.5,0.0,5.0,26.0,29.8,No,Yes,0,1,1,0,0,0,26.75,10.5,3.8,20,-5.2,25.0,Dry (<=1 mm),Hot (30-35),,1.79,1.3,-0.45,,-0.06,,0
2009-12-18,2009,12,Dec,4,Summer,2009-12,352,20.2,21.4,5.4,13.6,0.0,,,NE,SSE,11,20,87,83,1014.1,1016.7,8.0,8.0,20.2,18.5,Yes,Yes,1,1,1,0,1,1,20.8,1.2,-1.7,4,2.6,15.5,Light (1-10),Warm (20-30),,-1.29,0.72,1.73,,0.01,,0
2009-12-19,2009,12,Dec,4,Summer,2009-12,353,16.9,28.9,8.0,3.8,10.0,,,W,SSE,15,26,70,34,1015.1,1013.9,0.0,0.0,21.4,27.4,Yes,No,1,0,1,0,0,1,22.9,12.0,6.0,36,-1.2,20.5,Light (1-10),Warm (20-30),,0.89,-0.75,-1.61,,0.17,,0
2009-12-20,2009,12,Dec,4,Summer,2009-12,354,19.6,22.5,0.0,10.2,0.0,,,SE,E,15,11,62,59,1021.2,1019.8,8.0,8.0,20.9,21.8,No,No,0,0,1,0,0,0,21.05,2.9,0.9,3,-1.4,13.0,Dry (<=1 mm),Warm (20-30),,-0.97,0.45,0.09,,1.21,,0
2009-12-21,2009,12,Dec,4,Summer,2009-12,355,19.9,24.9,0.0,4.4,9.7,,,NE,NE,17,26,65,64,1016.9,1012.6,4.0,6.0,22.4,23.3,No,No,0,0,1,0,0,0,22.4,5.0,0.9,1,-4.3,21.5,Dry (<=1 mm),Warm (20-30),,-0.27,0.59,0.43,,0.48,,0
2009-12-22,2009,12,Dec,4,Summer,2009-12,356,19.7,29.4,0.0,9.0,12.0,,,SSW,ENE,2,19,58,53,1011.5,1009.7,3.0,5.0,24.6,27.1,No,No,0,0,1,0,0,0,24.55,9.7,2.5,5,-1.8,10.5,Dry (<=1 mm),Warm (20-30),,1.04,0.5,-0.31,,-0.44,,0
2009-12-26,2009,12,Dec,4,Summer,2009-12,360,17.7,20.2,12.0,2.8,0.0,,,SSW,SSW,17,20,91,85,1016.2,1016.4,8.0,8.0,17.8,18.6,Yes,Yes,1,1,1,0,0,1,18.95,2.5,0.8,6,0.2,18.5,Moderate (10-25),Warm (20-30),,-1.63,-0.39,1.86,,0.36,,0
2009-12-27,2009,12,Dec,4,Summer,2009-12,361,17.7,22.9,4.8,1.8,0.0,,,SSW,SSE,20,13,92,80,1017.9,1016.1,8.0,8.0,20.2,22.3,Yes,Yes,1,1,1,0,0,1,20.3,5.2,2.1,12,-1.8,16.5,Light (1-10),Warm (20-30),,-0.85,-0.39,1.52,,0.65,,0
2009-12-28,2009,12,Dec,4,Summer,2009-12,362,20.1,23.1,16.0,2.6,1.4,,,SE,S,13,22,97,83,1014.8,1015.4,8.0,7.0,20.6,22.7,Yes,Yes,1,1,1,0,0,1,21.6,3.0,2.1,14,0.6,17.5,Moderate (10-25),Warm (20-30),,-0.79,0.68,1.73,,0.12,,0
2009-12-29,2009,12,Dec,4,Summer,2009-12,363,19.8,26.1,5.4,2.4,11.9,,,S,SE,17,17,69,55,1021.4,1021.2,4.0,1.0,23.0,25.9,Yes,No,1,0,1,0,0,1,22.95,6.3,2.9,14,-0.2,17.0,Light (1-10),Warm (20-30),,0.08,0.54,-0.18,,1.24,,0
2009-12-30,2009,12,Dec,4,Summer,2009-12,364,19.8,25.2,0.0,8.6,12.8,,,S,SSE,20,20,66,57,1025.0,1023.1,5.0,4.0,22.4,24.5,No,No,0,0,1,0,0,0,22.5,5.4,2.1,9,-1.9,20.0,Dry (<=1 mm),Warm (20-30),,-0.18,0.54,-0.04,,1.85,,0
2009-12-31,2009,12,Dec,4,Summer,2009-12,365,20.1,24.8,0.0,8.0,2.0,,,W,ENE,2,11,92,83,1020.9,1017.2,8.0,8.0,20.9,23.3,No,No,0,0,1,0,0,0,22.45,4.7,2.4,9,-3.7,6.5,Dry (<=1 mm),Warm (20-30),,-0.3,0.68,1.73,,1.16,,0
2010-01-01,2010,1,Jan,1,Summer,2010-01,1,20.9,29.3,0.4,2.8,1.1,,,E,E,2,19,84,56,1013.9,1010.4,8.0,7.0,24.3,29.0,No,No,0,0,1,0,0,0,25.1,8.4,4.7,28,-3.5,10.5,Dry (<=1 mm),Warm (20-30),,0.48,0.28,-0.18,,-0.03,,0
